epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,344.547,0.99994,0.65056,0.83961,0.76878,0.54503,0.62597,0.38894,1.2749,1.12585,0.86071,0.00104703,0.00104703,0.00104703
29,356.597,0.99224,0.6382,0.84142,0.77211,0.55183,0.63809,0.39449,1.26012,1.01452,0.84671,0.00103288,0.00103288,0.00103288
30,368.717,0.99489,0.63652,0.84401,0.74829,0.53855,0.5988,0.37108,1.29909,1.15953,0.85041,0.00101873,0.00101873,0.00101873
31,380.789,0.99632,0.63868,0.8407,0.75861,0.50785,0.58292,0.37269,1.2815,1.33377,0.85807,0.00100459,0.00100459,0.00100459
32,392.909,0.98865,0.63171,0.84333,0.7336,0.55657,0.61412,0.38641,1.26957,1.11549,0.85047,0.00099044,0.00099044,0.00099044
33,404.998,0.99191,0.63289,0.8395,0.73652,0.58206,0.64829,0.41813,1.21782,1.06254,0.84707,0.000976293,0.000976293,0.000976293
34,417.495,0.96978,0.62029,0.83859,0.73707,0.55328,0.62857,0.39706,1.23632,1.12076,0.84901,0.000962146,0.000962146,0.000962146
35,429.719,0.99277,0.62998,0.83767,0.74379,0.57455,0.6347,0.40316,1.23939,1.11404,0.85249,0.000947999,0.000947999,0.000947999
36,441.859,0.96839,0.6098,0.83829,0.69613,0.58744,0.63284,0.401,1.26027,1.10494,0.8534,0.000933851,0.000933851,0.000933851
37,453.849,0.97875,0.61696,0.83863,0.78021,0.59541,0.67473,0.42593,1.23535,1.02442,0.84767,0.000919704,0.000919704,0.000919704
38,466.408,0.95976,0.59557,0.83526,0.77425,0.56218,0.65023,0.41156,1.23971,1.06047,0.85035,0.000905557,0.000905557,0.000905557
39,478.596,0.95876,0.58979,0.83302,0.74629,0.56528,0.6358,0.39468,1.27201,1.06037,0.85099,0.00089141,0.00089141,0.00089141
40,490.692,0.95361,0.59515,0.83219,0.78953,0.57411,0.64761,0.40331,1.27386,1.14315,0.85348,0.000877263,0.000877263,0.000877263
41,502.548,0.94101,0.577,0.83512,0.72397,0.59991,0.65579,0.42385,1.21269,1.03119,0.84942,0.000863116,0.000863116,0.000863116
42,514.627,0.9395,0.57397,0.83267,0.75492,0.59101,0.65108,0.41819,1.22242,1.01812,0.85105,0.000848969,0.000848969,0.000848969
43,526.686,0.9365,0.58146,0.82927,0.78274,0.60489,0.659,0.42277,1.19447,1.0552,0.84884,0.000834822,0.000834822,0.000834822
44,538.497,0.93849,0.57991,0.83437,0.7562,0.56993,0.63964,0.41514,1.19536,1.04254,0.84509,0.000820675,0.000820675,0.000820675
45,550.453,0.93065,0.57192,0.82872,0.75131,0.57208,0.64353,0.40051,1.25745,1.00815,0.8523,0.000806528,0.000806528,0.000806528
46,562.349,0.91682,0.5581,0.82723,0.74323,0.57846,0.65299,0.41693,1.22576,1.01622,0.84973,0.00079238,0.00079238,0.00079238
47,574.474,0.94612,0.57804,0.8351,0.7622,0.55986,0.62957,0.40222,1.2128,1.11019,0.84691,0.000778233,0.000778233,0.000778233
48,586.467,0.93145,0.5671,0.82731,0.75394,0.59473,0.66354,0.42464,1.21065,1.0331,0.84659,0.000764086,0.000764086,0.000764086
49,598.834,0.91508,0.55435,0.82475,0.73475,0.62141,0.66185,0.40629,1.25862,1.036,0.84984,0.000749939,0.000749939,0.000749939
50,611.056,0.91345,0.54359,0.82698,0.76827,0.57061,0.64807,0.41644,1.20621,1.09569,0.84492,0.000735792,0.000735792,0.000735792
51,623.317,0.91218,0.54494,0.82897,0.78199,0.59307,0.66394,0.4255,1.19363,1.05015,0.84475,0.000721645,0.000721645,0.000721645
52,635.327,0.91545,0.55131,0.83002,0.80654,0.53679,0.6359,0.40261,1.23173,1.01166,0.8471,0.000707498,0.000707498,0.000707498
53,647.474,0.89853,0.53237,0.82301,0.76508,0.58477,0.65571,0.4197,1.22211,1.00806,0.84638,0.000693351,0.000693351,0.000693351
54,659.338,0.91003,0.53529,0.82471,0.76424,0.56846,0.64435,0.39692,1.25692,0.99381,0.84904,0.000679204,0.000679204,0.000679204
55,671.414,0.9144,0.54812,0.82537,0.77869,0.59266,0.66359,0.42631,1.18275,0.98206,0.84384,0.000665057,0.000665057,0.000665057
56,684.216,0.90887,0.54313,0.82089,0.78582,0.52816,0.61597,0.39994,1.20062,1.08247,0.84347,0.000650909,0.000650909,0.000650909
57,696.193,0.89516,0.53622,0.82214,0.72503,0.58385,0.64725,0.41463,1.20385,0.99566,0.84392,0.000636762,0.000636762,0.000636762
58,708.422,0.89211,0.52247,0.82504,0.75361,0.59045,0.65443,0.41312,1.2454,0.98238,0.84886,0.000622615,0.000622615,0.000622615
59,720.352,0.88059,0.52213,0.8221,0.74841,0.58281,0.64617,0.41499,1.19728,1.03103,0.84752,0.000608468,0.000608468,0.000608468
60,732.418,0.88345,0.5201,0.82021,0.70857,0.59629,0.64036,0.40895,1.22886,1.02155,0.85035,0.000594321,0.000594321,0.000594321
61,744.488,0.87637,0.52092,0.82183,0.79734,0.54179,0.63416,0.40812,1.19835,1.12256,0.84359,0.000580174,0.000580174,0.000580174
62,756.457,0.86345,0.50597,0.81918,0.7526,0.57433,0.64279,0.41202,1.21628,1.02367,0.84662,0.000566027,0.000566027,0.000566027
63,768.448,0.88652,0.51758,0.82302,0.78943,0.58799,0.65428,0.41785,1.20712,1.01427,0.84609,0.00055188,0.00055188,0.00055188
64,780.529,0.87125,0.50858,0.82196,0.75643,0.60344,0.6393,0.40697,1.22306,1.05778,0.84504,0.000537733,0.000537733,0.000537733
65,792.661,0.86835,0.49696,0.81903,0.74139,0.59842,0.65046,0.41875,1.1989,1.02507,0.84453,0.000523586,0.000523586,0.000523586
66,804.589,0.85863,0.49906,0.81738,0.74038,0.58266,0.63907,0.39967,1.2392,1.069,0.84605,0.000509438,0.000509438,0.000509438
67,816.854,0.84801,0.49594,0.81599,0.73575,0.60192,0.63707,0.41339,1.1872,1.08924,0.8441,0.000495291,0.000495291,0.000495291
68,828.841,0.84252,0.48674,0.81365,0.75634,0.58622,0.65227,0.41331,1.23253,1.02778,0.84844,0.000481144,0.000481144,0.000481144
69,841.2,0.85695,0.49343,0.8171,0.77364,0.58418,0.64493,0.41384,1.20838,1.11224,0.85076,0.000466997,0.000466997,0.000466997
70,853.172,0.84625,0.4851,0.81746,0.74415,0.56391,0.63474,0.40771,1.21839,1.0621,0.85002,0.00045285,0.00045285,0.00045285
71,865.551,0.84083,0.48472,0.81851,0.77345,0.58906,0.65339,0.42281,1.19245,1.04354,0.84282,0.000438703,0.000438703,0.000438703
72,877.672,0.83151,0.47649,0.81699,0.75772,0.60404,0.65197,0.41995,1.21147,1.0289,0.843,0.000424556,0.000424556,0.000424556
73,889.827,0.84294,0.4763,0.81553,0.80114,0.56444,0.65458,0.4199,1.20813,1.01102,0.84115,0.000410409,0.000410409,0.000410409
74,901.763,0.83209,0.47112,0.81389,0.7306,0.57623,0.63324,0.40745,1.21852,1.01675,0.8453,0.000396262,0.000396262,0.000396262
75,913.921,0.82432,0.46919,0.81312,0.80773,0.55965,0.65292,0.41821,1.20471,1.01337,0.84518,0.000382115,0.000382115,0.000382115
76,925.988,0.83654,0.47421,0.81611,0.75048,0.57228,0.64513,0.42132,1.16432,1.00684,0.8394,0.000367967,0.000367967,0.000367967
77,937.819,0.8333,0.46902,0.81422,0.76501,0.59293,0.64571,0.42209,1.16827,1.05146,0.84149,0.00035382,0.00035382,0.00035382
78,950.098,0.81605,0.45697,0.81439,0.76381,0.5677,0.63339,0.40668,1.22002,1.07861,0.8447,0.000339673,0.000339673,0.000339673
79,962.011,0.82825,0.46478,0.81307,0.77518,0.61197,0.66861,0.43325,1.17805,0.98773,0.84121,0.000325526,0.000325526,0.000325526
80,974.296,0.81301,0.46505,0.81431,0.75794,0.58807,0.65754,0.4257,1.19184,0.97403,0.84329,0.000311379,0.000311379,0.000311379
81,986.144,0.82476,0.46493,0.81022,0.76237,0.59546,0.65374,0.4273,1.17297,1.03422,0.8393,0.000297232,0.000297232,0.000297232
82,998.216,0.80759,0.45448,0.8086,0.7624,0.59308,0.64702,0.42079,1.19455,1.03717,0.84306,0.000283085,0.000283085,0.000283085
83,1010.04,0.81186,0.45417,0.81189,0.79384,0.55748,0.64017,0.41141,1.22195,0.9951,0.8446,0.000268938,0.000268938,0.000268938
84,1022.06,0.80159,0.44679,0.80746,0.74516,0.61389,0.66168,0.42604,1.20038,0.9807,0.84294,0.000254791,0.000254791,0.000254791
85,1034.15,0.80214,0.45077,0.80899,0.78388,0.59491,0.65298,0.41606,1.20787,1.05268,0.8439,0.000240644,0.000240644,0.000240644
86,1046.16,0.80145,0.44683,0.80963,0.73627,0.60962,0.65025,0.41924,1.20491,1.00033,0.84271,0.000226497,0.000226497,0.000226497
87,1058.15,0.79909,0.44864,0.80973,0.74874,0.58995,0.65053,0.42101,1.20106,1.02203,0.84568,0.000212349,0.000212349,0.000212349
88,1070.2,0.78985,0.44246,0.80741,0.7655,0.58935,0.65763,0.42367,1.19626,0.99198,0.84287,0.000198202,0.000198202,0.000198202
89,1082.27,0.78146,0.43016,0.80994,0.78283,0.58804,0.65703,0.42582,1.18814,1.01513,0.84177,0.000184055,0.000184055,0.000184055
90,1094.18,0.79531,0.43811,0.80507,0.77013,0.59199,0.65219,0.42528,1.17615,1.02987,0.84052,0.000169908,0.000169908,0.000169908
91,1107.7,0.7384,0.40414,0.80764,0.80785,0.57201,0.64975,0.41842,1.20831,1.03959,0.84456,0.000155761,0.000155761,0.000155761
92,1119.53,0.7218,0.39047,0.806,0.77692,0.58244,0.64589,0.41313,1.21183,1.01876,0.84469,0.000141614,0.000141614,0.000141614
93,1131.28,0.71471,0.38993,0.80319,0.78386,0.57658,0.64953,0.4171,1.20533,1.02184,0.84419,0.000127467,0.000127467,0.000127467
94,1143.23,0.71514,0.38761,0.80266,0.81021,0.56696,0.64256,0.41466,1.21017,1.0264,0.84554,0.00011332,0.00011332,0.00011332
95,1155.01,0.70787,0.38194,0.80371,0.77931,0.57948,0.64488,0.41506,1.20556,1.03721,0.84377,9.91726e-05,9.91726e-05,9.91726e-05
96,1166.84,0.70981,0.3828,0.8053,0.80041,0.57206,0.64971,0.42075,1.19711,1.0467,0.84347,8.50255e-05,8.50255e-05,8.50255e-05
97,1178.56,0.70173,0.37757,0.80442,0.81069,0.55907,0.64846,0.41937,1.20404,1.03447,0.84422,7.08784e-05,7.08784e-05,7.08784e-05
98,1190.31,0.70773,0.38541,0.80531,0.79207,0.58043,0.64724,0.41754,1.2031,1.04051,0.84437,5.67313e-05,5.67313e-05,5.67313e-05
99,1202.04,0.69945,0.37705,0.80297,0.79274,0.57223,0.64448,0.41668,1.19981,1.04583,0.84358,4.25842e-05,4.25842e-05,4.25842e-05
100,1213.77,0.70431,0.37532,0.80131,0.78344,0.58055,0.647,0.41799,1.19785,1.03615,0.84338,2.84371e-05,2.84371e-05,2.84371e-05
