epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
25,2035.99,1.28969,0.55499,0.00159,0.92982,0.91641,0.95527,0.6967,1.03058,0.40219,0.00215,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,2115.6,1.27682,0.54361,0.00156,0.93104,0.9216,0.96197,0.70023,1.02367,0.39299,0.00212,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,2195.13,1.27061,0.53703,0.00156,0.94015,0.91956,0.96156,0.70804,1.01923,0.3859,0.00209,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,2274.95,1.27752,0.54686,0.00155,0.94521,0.91439,0.9655,0.71652,0.97997,0.37941,0.00203,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,2354.9,1.26692,0.53639,0.00154,0.95139,0.91356,0.96514,0.71545,0.97839,0.37389,0.002,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,2434.36,1.25377,0.52732,0.00152,0.94752,0.92829,0.96484,0.71553,0.98437,0.36689,0.00201,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,2513.99,1.25563,0.5239,0.00152,0.94839,0.92903,0.96785,0.71898,0.97877,0.367,0.00201,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,2593.75,1.24195,0.51394,0.00151,0.94113,0.93238,0.96692,0.72177,0.96125,0.35463,0.00196,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,2673.58,1.24425,0.51834,0.00151,0.94566,0.93215,0.96971,0.72523,0.97092,0.37372,0.00198,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,2753.51,1.23653,0.50743,0.00149,0.95057,0.92728,0.96974,0.72818,0.94926,0.35587,0.00194,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,2833.48,1.23104,0.5092,0.00148,0.94397,0.93529,0.97042,0.73085,0.94003,0.34394,0.00193,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,2913.43,1.22433,0.50719,0.00148,0.95353,0.92998,0.97164,0.73552,0.93314,0.33859,0.00191,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,2993.1,1.22502,0.49928,0.00147,0.96008,0.92849,0.97268,0.7353,0.9313,0.33468,0.00189,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,3072.71,1.21348,0.49556,0.00146,0.95893,0.93464,0.97311,0.73541,0.93315,0.32961,0.00191,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,3152.41,1.21624,0.49057,0.00147,0.95958,0.93134,0.9749,0.73995,0.9107,0.32589,0.00185,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,3232.24,1.19616,0.48674,0.00144,0.95451,0.94244,0.97476,0.73764,0.9228,0.33197,0.00188,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,3311.81,1.19667,0.48173,0.00143,0.95254,0.94162,0.97706,0.74281,0.91826,0.32871,0.00185,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,3391.69,1.19473,0.47819,0.00143,0.95523,0.93058,0.97546,0.74246,0.91567,0.32704,0.00185,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,3471.32,1.18674,0.4743,0.00143,0.94846,0.94326,0.97481,0.74014,0.91988,0.33012,0.00187,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,3551.02,1.19194,0.47665,0.00142,0.95612,0.94522,0.97689,0.74733,0.90925,0.31943,0.00183,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,3631.01,1.16968,0.45963,0.00139,0.95685,0.94517,0.97496,0.74747,0.90377,0.3209,0.00182,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,3710.8,1.17175,0.46444,0.0014,0.95678,0.943,0.97569,0.74846,0.89653,0.31823,0.00181,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,3790.56,1.16344,0.4593,0.0014,0.95859,0.94512,0.97758,0.75009,0.89115,0.31188,0.00179,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,3870.34,1.1598,0.45982,0.00139,0.95942,0.94735,0.97827,0.7522,0.89101,0.31572,0.00179,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,3950.12,1.15413,0.44688,0.00137,0.95778,0.94627,0.97806,0.75313,0.88807,0.31374,0.00179,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,4030.05,1.15186,0.44812,0.00136,0.95781,0.94514,0.97771,0.75359,0.89227,0.31316,0.00179,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,4109.9,1.13958,0.44169,0.00136,0.95147,0.95131,0.97824,0.75361,0.89297,0.31288,0.00179,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,4189.75,1.13431,0.43601,0.00135,0.96483,0.94657,0.97799,0.75444,0.88725,0.30604,0.00178,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,4269.27,1.12917,0.43613,0.00133,0.95833,0.94763,0.97814,0.75515,0.88498,0.30771,0.00178,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,4349.37,1.13759,0.43848,0.00134,0.96668,0.94804,0.97636,0.75606,0.88283,0.30684,0.00178,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,4429.35,1.12075,0.43227,0.00132,0.96336,0.94632,0.97812,0.75586,0.88242,0.30925,0.00177,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,4509.05,1.12636,0.43651,0.00134,0.96103,0.95058,0.9805,0.75839,0.87671,0.30921,0.00176,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,4588.9,1.11326,0.42224,0.0013,0.96331,0.94465,0.97767,0.75787,0.87611,0.30884,0.00176,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,4668.64,1.11381,0.42374,0.0013,0.96726,0.94641,0.9769,0.7586,0.87637,0.30542,0.00175,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,4748.31,1.10599,0.41804,0.00129,0.96449,0.94638,0.97651,0.75923,0.87378,0.30265,0.00175,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,4828.1,1.10261,0.41618,0.00129,0.96436,0.95183,0.97709,0.75952,0.87366,0.3001,0.00175,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,4908.1,1.10122,0.41756,0.00129,0.96132,0.95507,0.97946,0.75925,0.87136,0.29965,0.00174,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,4987.64,1.09581,0.41827,0.00128,0.95727,0.95557,0.97865,0.76016,0.87025,0.30206,0.00174,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,5067.56,1.08017,0.4092,0.00126,0.96456,0.94964,0.9774,0.76175,0.86806,0.30027,0.00174,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,5147.3,1.08667,0.41385,0.00125,0.96872,0.94672,0.97972,0.76257,0.86749,0.29836,0.00173,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,5227.03,1.0766,0.4025,0.00127,0.96373,0.95051,0.97798,0.76173,0.86583,0.29964,0.00173,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,5306.42,1.07251,0.40304,0.00124,0.96715,0.94756,0.97768,0.76143,0.86333,0.30119,0.00173,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,5386.15,1.06815,0.40177,0.00124,0.96451,0.95064,0.97765,0.76283,0.86217,0.30007,0.00172,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,5465.74,1.06394,0.39438,0.00123,0.95958,0.95334,0.9777,0.76492,0.86116,0.29965,0.00172,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,5545.24,1.05518,0.3891,0.00123,0.96266,0.94858,0.97935,0.76441,0.86037,0.2972,0.00172,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,5624.78,1.05613,0.39023,0.00121,0.95759,0.95233,0.9795,0.76381,0.86071,0.29679,0.00172,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,5704.25,1.04831,0.3892,0.00121,0.95714,0.95738,0.97964,0.76651,0.8594,0.29485,0.00172,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,5783.9,1.04591,0.38929,0.00121,0.95597,0.95944,0.97947,0.76602,0.86004,0.29362,0.00172,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,5863.35,1.03773,0.38269,0.0012,0.95582,0.95808,0.97963,0.76585,0.85978,0.29261,0.00172,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,5942.85,1.03666,0.38856,0.00119,0.95835,0.95674,0.97972,0.7659,0.85839,0.29377,0.00171,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,6022.25,1.02231,0.37632,0.00117,0.95707,0.95894,0.97985,0.76593,0.85811,0.29057,0.00171,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,6101.75,1.02654,0.37626,0.00118,0.95805,0.9585,0.97992,0.76618,0.85729,0.28984,0.00171,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,6181.4,1.01252,0.36909,0.00116,0.95795,0.95874,0.98005,0.76609,0.85766,0.29023,0.00171,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,6261.13,1.01703,0.37204,0.00117,0.96005,0.95844,0.98012,0.76558,0.85796,0.29113,0.00171,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,6340.61,1.01003,0.36998,0.00116,0.96131,0.95893,0.98012,0.7659,0.85851,0.29139,0.00171,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,6420.21,1.0053,0.36863,0.00115,0.96089,0.95685,0.98019,0.76612,0.85812,0.29134,0.00171,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,6499.6,1.00571,0.36691,0.00116,0.96175,0.95708,0.98008,0.76522,0.85858,0.2901,0.00171,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,6579.29,1.00104,0.36242,0.00114,0.96,0.96232,0.98126,0.76631,0.85878,0.28924,0.00171,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,6658.61,0.98871,0.35844,0.00114,0.96391,0.95911,0.98082,0.76591,0.8579,0.28973,0.0017,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,6737.99,0.9868,0.35575,0.00113,0.96331,0.95846,0.98087,0.76656,0.85698,0.28819,0.0017,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,6817.97,0.97629,0.35038,0.00111,0.96164,0.95757,0.98103,0.767,0.85632,0.28826,0.0017,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,6897.92,0.97369,0.35008,0.0011,0.96179,0.95934,0.98111,0.76731,0.85582,0.28758,0.0017,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,6977.82,0.97242,0.35126,0.00109,0.96141,0.96177,0.98118,0.76694,0.85559,0.28769,0.0017,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,7057.36,0.97296,0.35,0.0011,0.96369,0.96046,0.98119,0.76771,0.85505,0.28709,0.0017,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,7136.99,0.96426,0.3465,0.00109,0.96452,0.96018,0.98134,0.76809,0.85446,0.2868,0.0017,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,7216.93,0.96444,0.34602,0.0011,0.96415,0.96078,0.98117,0.7678,0.85508,0.2869,0.0017,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,7296.85,0.90194,0.30302,0.00116,0.96322,0.96329,0.98108,0.76769,0.85442,0.28591,0.0017,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,7375.77,0.88283,0.29467,0.00112,0.96257,0.96323,0.98105,0.76764,0.85467,0.28613,0.0017,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,7454.35,0.87755,0.29003,0.00111,0.9635,0.96311,0.98085,0.76781,0.85415,0.2862,0.0017,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,7533.08,0.86567,0.2848,0.00109,0.96282,0.964,0.98078,0.76775,0.85429,0.2865,0.0017,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,7611.84,0.8608,0.28616,0.00109,0.96459,0.96136,0.98084,0.76783,0.85463,0.28627,0.0017,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,7690.58,0.86108,0.28161,0.00108,0.96314,0.96169,0.98081,0.76822,0.85302,0.28537,0.0017,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,7769.43,0.8548,0.28103,0.00107,0.96359,0.96061,0.98088,0.76818,0.85335,0.28583,0.0017,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,7847.85,0.84359,0.27403,0.00105,0.96358,0.95924,0.98086,0.76795,0.85262,0.28544,0.0017,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,7926.49,0.83822,0.2754,0.00104,0.96431,0.96027,0.98093,0.76808,0.85187,0.28497,0.00169,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,8005.19,0.83514,0.27194,0.00104,0.96215,0.96145,0.98093,0.76769,0.85238,0.28443,0.00169,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
